1	4096	1000	1000	16895	1	20	7	0	50192
2	4096	1000	1000	16895	1	4	5	0	51710
3	4096	1000	1000	16895	1	8	5	1	32690
4	100	1000	1000	33279	0	12	8	1	67
5	100	1000	1000	33279	0	12	8	0	67
6	100	1000	1000	33279	0	12	8	0	67
7	100	1000	1000	33279	0	12	8	0	67
8	100	1000	1000	33279	0	12	8	0	67
9	100	1000	1000	33279	0	12	8	0	67
10	100	1000	1000	33279	0	12	8	0	67
11	100	1000	1000	33279	0	12	8	0	67
12	100	1000	1000	33279	0	12	8	0	67
13	100	1000	1000	33279	0	12	8	0	67
14	100	1000	1000	33279	0	12	8	0	67
15	100	1000	1000	33279	0	12	8	0	67
16	100	1000	1000	33279	0	12	8	0	67
17	100	1000	1000	33279	0	12	8	0	67
18	100	1000	1000	33279	0	12	8	0	67
19	100	1000	1000	33279	0	12	8	0	67
20	100	1000	1000	33279	0	12	8	0	67
21	100	1000	1000	33279	0	12	8	0	67
22	100	1000	1000	33279	0	12	8	0	67
23	100	1000	1000	33279	0	12	8	0	67
24	4096	1000	1000	16895	1	8	5	-1	12602
25	100	1000	1000	33279	0	12	8	1	67
26	100	1000	1000	33279	0	12	8	0	67
27	100	1000	1000	33279	0	12	8	0	67
28	100	1000	1000	33279	0	12	8	0	67
29	100	1000	1000	33279	0	12	8	0	67
30	100	1000	1000	33279	0	12	8	0	67
31	100	1000	1000	33279	0	12	8	0	67
32	100	1000	1000	33279	0	12	8	0	67
33	100	1000	1000	33279	0	12	8	0	67
34	100	1000	1000	33279	0	12	8	0	67
35	100	1000	1000	33279	0	12	8	0	67
36	100	1000	1000	33279	0	12	8	0	67
37	100	1000	1000	33279	0	12	8	0	67
38	100	1000	1000	33279	0	12	8	0	67
39	100	1000	1000	33279	0	12	8	0	67
40	100	1000	1000	33279	0	12	8	0	67
41	100	1000	1000	33279	0	12	8	0	67
42	100	1000	1000	33279	0	12	8	0	67
43	100	1000	1000	33279	0	12	8	0	67
44	100	1000	1000	33279	0	12	8	0	67
45	4096	1000	1000	16895	1	8	5	-1	28783
46	100	1000	1000	33279	0	12	8	1	67
47	100	1000	1000	33279	0	12	8	0	67
48	100	1000	1000	33279	0	12	8	0	67
49	100	1000	1000	33279	0	12	8	0	67
50	100	1000	1000	33279	0	12	8	0	67
51	100	1000	1000	33279	0	12	8	0	67
52	100	1000	1000	33279	0	12	8	0	67
53	100	1000	1000	33279	0	12	8	0	67
54	100	1000	1000	33279	0	12	8	0	67
55	100	1000	1000	33279	0	12	8	0	67
56	100	1000	1000	33279	0	12	8	0	67
57	100	1000	1000	33279	0	12	8	0	67
58	100	1000	1000	33279	0	12	8	0	67
59	100	1000	1000	33279	0	12	8	0	67
60	100	1000	1000	33279	0	12	8	0	67
61	100	1000	1000	33279	0	12	8	0	67
62	100	1000	1000	33279	0	12	8	0	67
63	100	1000	1000	33279	0	12	8	0	67
64	100	1000	1000	33279	0	12	8	0	67
65	100	1000	1000	33279	0	12	8	0	67
66	4096	1000	1000	16895	1	8	5	-1	31075
67	100	1000	1000	33279	0	12	8	1	67
68	100	1000	1000	33279	0	12	8	0	67
69	100	1000	1000	33279	0	12	8	0	67
70	100	1000	1000	33279	0	12	8	0	67
71	100	1000	1000	33279	0	12	8	0	67
72	100	1000	1000	33279	0	12	8	0	67
73	100	1000	1000	33279	0	12	8	0	67
74	100	1000	1000	33279	0	12	8	0	67
75	100	1000	1000	33279	0	12	8	0	67
76	100	1000	1000	33279	0	12	8	0	67
77	100	1000	1000	33279	0	12	8	0	67
78	100	1000	1000	33279	0	12	8	0	67
79	100	1000	1000	33279	0	12	8	0	67
80	100	1000	1000	33279	0	12	8	0	67
81	100	1000	1000	33279	0	12	8	0	67
82	100	1000	1000	33279	0	12	8	0	67
83	100	1000	1000	33279	0	12	8	0	67
84	100	1000	1000	33279	0	12	8	0	67
85	100	1000	1000	33279	0	12	8	0	67
86	100	1000	1000	33279	0	12	8	0	67
87	4096	1000	1000	16895	1	8	5	-1	8224
88	100	1000	1000	33279	0	12	8	1	67
89	100	1000	1000	33279	0	12	8	0	67
90	100	1000	1000	33279	0	12	8	0	67
91	100	1000	1000	33279	0	12	8	0	67
92	100	1000	1000	33279	0	12	8	0	67
93	100	1000	1000	33279	0	12	8	0	67
94	100	1000	1000	33279	0	12	8	0	67
95	100	1000	1000	33279	0	12	8	0	67
96	100	1000	1000	33279	0	12	8	0	67
